Idx,Book,Ref.,KJB Verse,KJB Word,Original,Transliteration,Definition
"1013","Jer","Jer 47:3","At the noise of the stamping of the hoofs of his strong horses, at the rushing of his chariots, and at the rumbling of his wheels, **the fathers[H1]** shall not look back to their children for feebleness of hands","the fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1014","Jer","Jer 50:7","All that found them have devoured them: and their adversaries said, We offend not, because they have sinned against the LORD, the habitation of justice, even the LORD, the hope **of their fathers[H1]**","of their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1015","Lam","Lam 5:3","We are orphans and fatherless[**H1]**, our mothers are as widows","","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1016","Lam","Lam 5:7","**Our fathers[H1]** have sinned, and are not; and we have borne their iniquities","Our fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1017","Eze","Eze 2:3","And he said unto me, Son of man, I send thee to the children of Israel, to a rebellious nation that hath rebelled **against me: they and their fathers[H1]** have transgressed against me, even unto this very day","against me they and their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1018","Eze","Eze 5:10","**Therefore the fathers[H1]** shall eat the sons in the midst of thee, and the sons shall eat **their fathers[H1]**; and I will execute judgments in thee, and the whole remnant of thee will I scatter into all the winds","Therefore the fathers, their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1019","Eze","Eze 16:3","And say, Thus saith the Lord GOD unto Jerusalem; Thy birth and thy nativity is of the land of Canaan; **thy father[H1]** was an Amorite, and thy mother an Hittite","thy father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1020","Eze","Eze 16:45","Thou art thy mother's daughter, that lotheth her husband and her children; and thou art the sister of thy sisters, which lothed their husbands and their children: your mother was an Hittite, **and your father[H1]** an Amorite","and your father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1021","Eze","Eze 18:2","What mean ye, that ye use this proverb concerning the land of Israel, saying, **The fathers[H1]** have eaten sour grapes, and the children's teeth are set on edge","The fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1022","Eze","Eze 18:4","Behold, all souls are mine; as the soul **of the father[H1]**, so also the soul of the son is mine: the soul that sinneth, it shall die","of the father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1023","Eze","Eze 18:14","¶ Now, lo, if he beget a son, that seeth **all his father's[H1]** sins which he hath done, and considereth, and doeth not such like","all his fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1024","Eze","Eze 18:17","That hath taken off his hand from the poor, that hath not received usury nor increase, hath executed my judgments, hath walked in my statutes; he shall not die for the iniquity **of his father[H1]**, he shall surely live","of his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1025","Eze","Eze 18:18","**As for his father[H1]**, because he cruelly oppressed, spoiled his brother by violence, and did that which is not good among his people, lo, even he shall die in his iniquity","As for his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1026","Eze","Eze 18:19","¶ Yet say ye, Why? doth not the son bear the iniquity **of the father[H1]**? When the son hath done that which is lawful and right, and hath kept all my statutes, and hath done them, he shall surely live","of the father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1027","Eze","Eze 18:20","The soul that sinneth, it shall die. The son shall not bear the iniquity **of the father[H1]**, **neither shall the father[H1]** bear the iniquity of the son: the righteousness of the righteous shall be upon him, and the wickedness of the wicked","of the father, neither shall the father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1028","Eze","Eze 20:4","Wilt thou judge them, son of man, wilt thou judge them? cause them to know the abominations **of their fathers[H1]**","of their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1029","Eze","Eze 20:18","But I said unto their children in the wilderness, Walk ye not in the statutes **of your fathers[H1]**, neither observe their judgments, nor defile yourselves with their idols","of your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1030","Eze","Eze 20:24","Because they had not executed my judgments, but had despised my statutes, and had polluted my sabbaths, and their eyes were after **their fathers'[H1]** idols","their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1031","Eze","Eze 20:27","¶ Therefore, son of man, speak unto the house of Israel, and say unto them, Thus saith the Lord GOD; **Yet in this your fathers[H1]** have blasphemed me, in that they have committed a trespass","Yet in this your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1032","Eze","Eze 20:30","Wherefore say unto the house of Israel, Thus saith the Lord GOD; Are ye polluted after the manner **of your fathers[H1]**? and commit ye whoredom after their abominations","of your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1033","Eze","Eze 20:36","Like as I pleaded **with your fathers[H1]** in the wilderness of the land of Egypt, so will I plead with you, saith the Lord GOD","with your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1034","Eze","Eze 20:42","And ye shall know that I am the LORD, when I shall bring you into the land of Israel, into the country for the which I lifted up mine hand to give **it to your fathers[H1]**","it to your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1035","Eze","Eze 22:7","In thee have they set light **by father[H1]** and mother: in the midst of thee have they dealt by oppression with the stranger: in thee have they vexed the fatherless and the widow","by father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1036","Eze","Eze 22:10","In thee have they discovered **their fathers'[H1]** nakedness: in thee have they humbled her that was set apart for pollution","their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1037","Eze","Eze 22:11","And one hath committed abomination with his neighbour's wife; and another hath lewdly defiled his daughter in law; and another in thee hath humbled his sister, **his father's[H1]** daughter","his fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
